full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Impressionism\childe-hassam_rue-montmartre-paris.jpg,Impressionism\childe-hassam_rue-montmartre-paris.jpg,Impressionism,childe-hassam_rue-montmartre-paris.jpg,The white dresses most of these women wear looks like they're all nuns.,fear
data\raw\wikiart\High_Renaissance\andrea-solario_salome-with-the-head-of-st-john-the-baptist-1507.jpg,High_Renaissance\andrea-solario_salome-with-the-head-of-st-john-the-baptist-1507.jpg,High_Renaissance,andrea-solario_salome-with-the-head-of-st-john-the-baptist-1507.jpg,the female figure looks almost pleased to see the severed head,disgust
data\raw\wikiart\Post_Impressionism\paul-cezanne_madame-cezanne-in-the-garden.jpg,Post_Impressionism\paul-cezanne_madame-cezanne-in-the-garden.jpg,Post_Impressionism,paul-cezanne_madame-cezanne-in-the-garden.jpg,The green around the painting is muddy.,something else
data\raw\wikiart\Impressionism\nikolay-bogdanov-belsky_children-in-winter.jpg,Impressionism\nikolay-bogdanov-belsky_children-in-winter.jpg,Impressionism,nikolay-bogdanov-belsky_children-in-winter.jpg,I am sad because this looks like two people who are freezing in a snowstorm.  I hope they don't/didn't end up dying.,sadness
data\raw\wikiart\Fauvism\raoul-dufy_cubist-landscape-with-haystacks.jpg,Fauvism\raoul-dufy_cubist-landscape-with-haystacks.jpg,Fauvism,raoul-dufy_cubist-landscape-with-haystacks.jpg,It's like looking at a distance to this little peaceful town.,contentment
data\raw\wikiart\Impressionism\antoine-blanchard_le-moulin-rouge.jpg,Impressionism\antoine-blanchard_le-moulin-rouge.jpg,Impressionism,antoine-blanchard_le-moulin-rouge.jpg,"Despite everything being wet, the people in the city go on about their day.",contentment
data\raw\wikiart\Impressionism\childe-hassam_shoveling-snow-new-england.jpg,Impressionism\childe-hassam_shoveling-snow-new-england.jpg,Impressionism,childe-hassam_shoveling-snow-new-england.jpg,The snow looks very unrealistic and the background is uninspiring.,something else
data\raw\wikiart\Romanticism\anton-melbye_seascape-1843.jpg,Romanticism\anton-melbye_seascape-1843.jpg,Romanticism,anton-melbye_seascape-1843.jpg,"This makes me feel so content. I love the peacefulness of the photo. The colors are fairly bland, but they are great in the sense that it is peaceful on the water.",contentment
data\raw\wikiart\Contemporary_Realism\lucian-freud_sleeping-nude.jpg,Contemporary_Realism\lucian-freud_sleeping-nude.jpg,Contemporary_Realism,lucian-freud_sleeping-nude.jpg,The sleeping woman looks peaceful and serene.,awe
data\raw\wikiart\Impressionism\pieter-wenning_landscape-vanderhovensdrif-apies-river-pretoria.jpg,Impressionism\pieter-wenning_landscape-vanderhovensdrif-apies-river-pretoria.jpg,Impressionism,pieter-wenning_landscape-vanderhovensdrif-apies-river-pretoria.jpg,The overall tan haze on the entire landscape makes it look sad and dreary.,sadness
data\raw\wikiart\Romanticism\edward-burne-jones_saint-george-1877.jpg,Romanticism\edward-burne-jones_saint-george-1877.jpg,Romanticism,edward-burne-jones_saint-george-1877.jpg,The man has an unusually shaped and designed shield.,amusement
data\raw\wikiart\Impressionism\octav-bancila_flori-de-m-r.jpg,Impressionism\octav-bancila_flori-de-m-r.jpg,Impressionism,octav-bancila_flori-de-m-r.jpg,The flowers look like they've grown to an enormous height,awe
data\raw\wikiart\Realism\vincent-van-gogh_man-with-saw-1881.jpg,Realism\vincent-van-gogh_man-with-saw-1881.jpg,Realism,vincent-van-gogh_man-with-saw-1881.jpg,he has just finished making his own shoes for the fun of it,something else
data\raw\wikiart\Mannerism_Late_Renaissance\jacopo-pontormo_portrait-of-maria-salviati.jpg,Mannerism_Late_Renaissance\jacopo-pontormo_portrait-of-maria-salviati.jpg,Mannerism_Late_Renaissance,jacopo-pontormo_portrait-of-maria-salviati.jpg,The women's face represents melancholy and madness and creates a sense of despair in the viewer.,sadness
data\raw\wikiart\Northern_Renaissance\joachim-wtewael_kitchen-scene-1605.jpg,Northern_Renaissance\joachim-wtewael_kitchen-scene-1605.jpg,Northern_Renaissance,joachim-wtewael_kitchen-scene-1605.jpg,I am enjoying the chaos of the fishes on the floor and the openness in which people are existing in this scene.,contentment
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_jacob-wrestling-with-the-angel-6.jpg,Naive_Art_Primitivism\marc-chagall_jacob-wrestling-with-the-angel-6.jpg,Naive_Art_Primitivism,marc-chagall_jacob-wrestling-with-the-angel-6.jpg,"Almost cartoonish drawings consisting of a sort of angel, small child, exotic birds etc. Its whimsical and interesting without being too clever.",something else
data\raw\wikiart\Cubism\andrã©-lhote_le-judgment-de-paris-1927.jpg,Cubism\andrã©-lhote_le-judgment-de-paris-1927.jpg,Cubism,andrã©-lhote_le-judgment-de-paris-1927.jpg,The two well dressed people on the right shows disgust of the half naked natives,disgust
data\raw\wikiart\Post_Impressionism\pyotr-konchalovsky_moika-three-arch-bridge-1931.jpg,Post_Impressionism\pyotr-konchalovsky_moika-three-arch-bridge-1931.jpg,Post_Impressionism,pyotr-konchalovsky_moika-three-arch-bridge-1931.jpg,The colors seem to dance in an almost cartoon-like feel in the city.,contentment
data\raw\wikiart\Cubism\pablo-picasso_still-life-with-class-and-an-apple-1914.jpg,Cubism\pablo-picasso_still-life-with-class-and-an-apple-1914.jpg,Cubism,pablo-picasso_still-life-with-class-and-an-apple-1914.jpg,like the lighter colors of glass and napkins upon a dark table,contentment
data\raw\wikiart\Minimalism\daniel-dezeuze_untitled-i-2000.jpg,Minimalism\daniel-dezeuze_untitled-i-2000.jpg,Minimalism,daniel-dezeuze_untitled-i-2000.jpg,"To me this feels like acceptance, The way the colors flow into eachother in a natural looking way.",something else
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_being-asleep-in-the-desert-where-he-had-retired-to-wait-for-the-death-elijah-has-been-awakened.jpg,Naive_Art_Primitivism\marc-chagall_being-asleep-in-the-desert-where-he-had-retired-to-wait-for-the-death-elijah-has-been-awakened.jpg,Naive_Art_Primitivism,marc-chagall_being-asleep-in-the-desert-where-he-had-retired-to-wait-for-the-death-elijah-has-been-awakened.jpg,"The sleeper, or dead man appears elderly, possibly a religious of some sort, judging by the attire. His expression and body posture suggest profound peace, a well-lived life and a willingness to more on.The angel above seems ready to offer comfort and transport. The hands reach out and the expression is benign. The etched effect of the picture is also suggestive of the rippling effect of time, but in a peaceful sense.",contentment
data\raw\wikiart\Symbolism\konstantin-somov_self-portrait-in-the-mirror.jpg,Symbolism\konstantin-somov_self-portrait-in-the-mirror.jpg,Symbolism,konstantin-somov_self-portrait-in-the-mirror.jpg,"The two reflections in this mirror are so well done, and I love the soft colors used. I also like the detail in the pattern on the bow tie.",awe
data\raw\wikiart\Early_Renaissance\benozzo-gozzoli_procession-of-the-magi-1461.jpg,Early_Renaissance\benozzo-gozzoli_procession-of-the-magi-1461.jpg,Early_Renaissance,benozzo-gozzoli_procession-of-the-magi-1461.jpg,The attention to detail of the people and scenery is impeccable.,awe
data\raw\wikiart\Abstract_Expressionism\al-held_untitled-1955.jpg,Abstract_Expressionism\al-held_untitled-1955.jpg,Abstract_Expressionism,al-held_untitled-1955.jpg,i feel nothing from this image,something else
data\raw\wikiart\Post_Impressionism\edouard-vuillard_massif-near-the-house-1907.jpg,Post_Impressionism\edouard-vuillard_massif-near-the-house-1907.jpg,Post_Impressionism,edouard-vuillard_massif-near-the-house-1907.jpg,The green vegetation and flowers reminds me of a nice spring day,contentment
data\raw\wikiart\Impressionism\pierre-auguste-renoir_portrait-of-gabrielle.jpg,Impressionism\pierre-auguste-renoir_portrait-of-gabrielle.jpg,Impressionism,pierre-auguste-renoir_portrait-of-gabrielle.jpg,The narrow eyes and down turned lips make me think the woman is sad.,sadness
data\raw\wikiart\Romanticism\nikolaos-gyzis_drawing.jpg,Romanticism\nikolaos-gyzis_drawing.jpg,Romanticism,nikolaos-gyzis_drawing.jpg,Greek gods are lashing out to dole out a punishment,awe
data\raw\wikiart\Symbolism\salvador-dali_untitled-landscape-with-celestial-beings.jpg,Symbolism\salvador-dali_untitled-landscape-with-celestial-beings.jpg,Symbolism,salvador-dali_untitled-landscape-with-celestial-beings.jpg,People seem to be in some kind of religious ecstasy,awe
data\raw\wikiart\Pop_Art\andy-warhol_truck-announcement.jpg,Pop_Art\andy-warhol_truck-announcement.jpg,Pop_Art,andy-warhol_truck-announcement.jpg,Reminds me of the 80's of the old dire straights money for nothing music video,something else
data\raw\wikiart\Romanticism\ivan-aivazovsky_on-the-coast-1875.jpg,Romanticism\ivan-aivazovsky_on-the-coast-1875.jpg,Romanticism,ivan-aivazovsky_on-the-coast-1875.jpg,"It seems like the ship has arrived on a nice sunny day, and passengers are leaving to be greeted!",excitement
data\raw\wikiart\Realism\vasily-surikov_yermak-s-conquest-of-siberia-study-3.jpg,Realism\vasily-surikov_yermak-s-conquest-of-siberia-study-3.jpg,Realism,vasily-surikov_yermak-s-conquest-of-siberia-study-3.jpg,The women rowing on boats make for a relaxing sight for me.,contentment
data\raw\wikiart\Baroque\frans-snyders_still-life-of-fruit-in-a-basket.jpg,Baroque\frans-snyders_still-life-of-fruit-in-a-basket.jpg,Baroque,frans-snyders_still-life-of-fruit-in-a-basket.jpg,The animal hanging in the background is a little unsettling as is the shapes and details of the fruit.,fear
data\raw\wikiart\Impressionism\henri-de-toulouse-lautrec_souvenir-of-auteuil-1881.jpg,Impressionism\henri-de-toulouse-lautrec_souvenir-of-auteuil-1881.jpg,Impressionism,henri-de-toulouse-lautrec_souvenir-of-auteuil-1881.jpg,It would be more interesting if he wasn't at the butt of the horse.  Why can't he just be brushing the horse?,amusement
data\raw\wikiart\Romanticism\gustave-dore_the-suicides-ii(1).jpg,Romanticism\gustave-dore_the-suicides-ii(1).jpg,Romanticism,gustave-dore_the-suicides-ii(1).jpg,The dark colors make the picture look sad as the men are trying to escape their doom.,sadness
data\raw\wikiart\Naive_Art_Primitivism\horace-pippin_zachariah-1943.jpg,Naive_Art_Primitivism\horace-pippin_zachariah-1943.jpg,Naive_Art_Primitivism,horace-pippin_zachariah-1943.jpg,I'm disappointed with the quality of the bottom half of this- too dark and indistinguishable.,something else
data\raw\wikiart\Early_Renaissance\piero-della-francesca_madonna-and-child-with-saints-1472(1).jpg,Early_Renaissance\piero-della-francesca_madonna-and-child-with-saints-1472(1).jpg,Early_Renaissance,piero-della-francesca_madonna-and-child-with-saints-1472(1).jpg,"The child on the woman's lap looks like they are doing it for attention, and being naked to mess with people. I find it all so silly.",amusement
data\raw\wikiart\Action_painting\walasse-ting_gauguin-ting-1976.jpg,Action_painting\walasse-ting_gauguin-ting-1976.jpg,Action_painting,walasse-ting_gauguin-ting-1976.jpg,shouldnt be showing naked pics,anger
data\raw\wikiart\Post_Impressionism\ferdynand-ruszczyc_morze-i-skaly.jpg,Post_Impressionism\ferdynand-ruszczyc_morze-i-skaly.jpg,Post_Impressionism,ferdynand-ruszczyc_morze-i-skaly.jpg,Light waves gently stroking the rocks and rolling oves the rocks and sand in a private space next to the ocean is calming and relaxing.,contentment
data\raw\wikiart\Expressionism\abidin-dino_harpooned-man-1970.jpg,Expressionism\abidin-dino_harpooned-man-1970.jpg,Expressionism,abidin-dino_harpooned-man-1970.jpg,"It really is hard to determine what it is but possibly it's a map, no negative feelings but just a monotone image",something else
data\raw\wikiart\Impressionism\ilya-mashkov_view-of-the-valley-ararat.jpg,Impressionism\ilya-mashkov_view-of-the-valley-ararat.jpg,Impressionism,ilya-mashkov_view-of-the-valley-ararat.jpg,"I am in awe because of the wide landscape view of a beautiful land. You can see the valley and mountains, it is inspiring.",awe
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_christmas-pictures.jpg,Art_Nouveau_Modern\raphael-kirchner_christmas-pictures.jpg,Art_Nouveau_Modern,raphael-kirchner_christmas-pictures.jpg,"i love how its almost like this elegant comic book. really nice greys and clean brush strokes, but each image tells a separate part of the story.",contentment
data\raw\wikiart\Expressionism\jose-clemente-orozco_soldiers-1926.jpg,Expressionism\jose-clemente-orozco_soldiers-1926.jpg,Expressionism,jose-clemente-orozco_soldiers-1926.jpg,The way that the people are bundled makes it seem like they are being forced to move out of their homes. The guns give the impression that where they are going is not safe.,sadness
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_the-seine-with-a-rowing-boat-1887.jpg,Post_Impressionism\vincent-van-gogh_the-seine-with-a-rowing-boat-1887.jpg,Post_Impressionism,vincent-van-gogh_the-seine-with-a-rowing-boat-1887.jpg,The lake makes me want to go swimming.,excitement
data\raw\wikiart\Mannerism_Late_Renaissance\sofonisba-anguissola_portrait-of-juana-of-austria-with-a-young-girl-1561.jpg,Mannerism_Late_Renaissance\sofonisba-anguissola_portrait-of-juana-of-austria-with-a-young-girl-1561.jpg,Mannerism_Late_Renaissance,sofonisba-anguissola_portrait-of-juana-of-austria-with-a-young-girl-1561.jpg,The woman looks strong and serious like a mother lion.,awe
data\raw\wikiart\Expressionism\oskar-kokoschka_not_detected_235848.jpg,Expressionism\oskar-kokoschka_not_detected_235848.jpg,Expressionism,oskar-kokoschka_not_detected_235848.jpg,I love the use of these colors and what the paintings trying to get by with.,awe
data\raw\wikiart\Baroque\peter-paul-rubens_the-victory-of-eucharistic-truth-over-heresy.jpg,Baroque\peter-paul-rubens_the-victory-of-eucharistic-truth-over-heresy.jpg,Baroque,peter-paul-rubens_the-victory-of-eucharistic-truth-over-heresy.jpg,The intricate details and sheer amount of activity in this painting are breathtaking.,awe
data\raw\wikiart\Symbolism\kuzma-petrov-vodkin_portrait-of-a-boy-1913.jpg,Symbolism\kuzma-petrov-vodkin_portrait-of-a-boy-1913.jpg,Symbolism,kuzma-petrov-vodkin_portrait-of-a-boy-1913.jpg,The boy's eyes and mouth make him look very angry,anger
data\raw\wikiart\Rococo\benjamin-west_portrait-of-george-prince-of-wales-and-prince-frederick-later-duke-of-york-1778.jpg,Rococo\benjamin-west_portrait-of-george-prince-of-wales-and-prince-frederick-later-duke-of-york-1778.jpg,Rococo,benjamin-west_portrait-of-george-prince-of-wales-and-prince-frederick-later-duke-of-york-1778.jpg,i am really impressed by the colors and detail,something else
data\raw\wikiart\Impressionism\camille-pissarro_le-boulevard-de-clichy-1880.jpg,Impressionism\camille-pissarro_le-boulevard-de-clichy-1880.jpg,Impressionism,camille-pissarro_le-boulevard-de-clichy-1880.jpg,this looks like it's depicting a calm snowy day,contentment
data\raw\wikiart\Romanticism\karl-bryullov_portrait-of-captain-a-m-kostinich(1).jpg,Romanticism\karl-bryullov_portrait-of-captain-a-m-kostinich(1).jpg,Romanticism,karl-bryullov_portrait-of-captain-a-m-kostinich(1).jpg,"The image is captivating, especially the eyes and pulls one into the image.",contentment
data\raw\wikiart\Expressionism\balthus_self-portrait-1940.jpg,Expressionism\balthus_self-portrait-1940.jpg,Expressionism,balthus_self-portrait-1940.jpg,"The man wants to paint, but he is not able to. His face expresses immense sadness because of this.",sadness
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_vase-with-flowers-coffeepot-and-fruit-1887.jpg,Post_Impressionism\vincent-van-gogh_vase-with-flowers-coffeepot-and-fruit-1887.jpg,Post_Impressionism,vincent-van-gogh_vase-with-flowers-coffeepot-and-fruit-1887.jpg,A very simple picture the white vase is beautiful and really stands out beautifully among the darker elements of the piece.,contentment
data\raw\wikiart\Romanticism\jan-matejko_sigismund-ii-august.jpg,Romanticism\jan-matejko_sigismund-ii-august.jpg,Romanticism,jan-matejko_sigismund-ii-august.jpg,"indifferent. He isn't making any sort of expression, like it's just a plain old recording of what he looks like.",something else
data\raw\wikiart\Realism\vasily-polenov_and-there-was.jpg,Realism\vasily-polenov_and-there-was.jpg,Realism,vasily-polenov_and-there-was.jpg,This setting makes me appreciate the individuals in history who built civilization much like this.,awe
data\raw\wikiart\Impressionism\claude-monet_floating-ice-near-bennecourt.jpg,Impressionism\claude-monet_floating-ice-near-bennecourt.jpg,Impressionism,claude-monet_floating-ice-near-bennecourt.jpg,"It's a pretty picture with a good mix of blue, white, and red but it just feels like an uninspired illustration of something mundane.",something else
data\raw\wikiart\Pointillism\henri-martin_the-church-of-dalbade-in-toulouse.jpg,Pointillism\henri-martin_the-church-of-dalbade-in-toulouse.jpg,Pointillism,henri-martin_the-church-of-dalbade-in-toulouse.jpg,The scene looks like a calm day on the pier.,contentment
data\raw\wikiart\Realism\charles-francois-daubigny_the-crossroads-at-the-eagle-nest-forest-of-fontainebleau.jpg,Realism\charles-francois-daubigny_the-crossroads-at-the-eagle-nest-forest-of-fontainebleau.jpg,Realism,charles-francois-daubigny_the-crossroads-at-the-eagle-nest-forest-of-fontainebleau.jpg,The dark color in the painting gives a touch of fear.,fear
data\raw\wikiart\Rococo\dmitry-levitzky_portrait-of-suvorov.jpg,Rococo\dmitry-levitzky_portrait-of-suvorov.jpg,Rococo,dmitry-levitzky_portrait-of-suvorov.jpg,The man has a funny smirk on his face.,amusement
data\raw\wikiart\Expressionism\amedeo-modigliani_pierre-reverdy.jpg,Expressionism\amedeo-modigliani_pierre-reverdy.jpg,Expressionism,amedeo-modigliani_pierre-reverdy.jpg,His disproportionate face unnerves me.,fear
data\raw\wikiart\Ukiyo_e\hiroshige_kuwana.jpg,Ukiyo_e\hiroshige_kuwana.jpg,Ukiyo_e,hiroshige_kuwana.jpg,I'm drawn to the foreign writing. I wonder if this image tells a story of an actual place.,amusement
data\raw\wikiart\Symbolism\nicholas-roerich_wait-1917.jpg,Symbolism\nicholas-roerich_wait-1917.jpg,Symbolism,nicholas-roerich_wait-1917.jpg,"Such a grand looking painting; so sunny and bright, it looks like the world is before the people sitting.",awe
data\raw\wikiart\Realism\valentin-serov_portrait-of-k-pobedonostsev-1902.jpg,Realism\valentin-serov_portrait-of-k-pobedonostsev-1902.jpg,Realism,valentin-serov_portrait-of-k-pobedonostsev-1902.jpg,"The old man was often made fun of by local youth for his no nonesense demeanor, oh if only they had known him before the accident.",awe
data\raw\wikiart\Art_Nouveau_Modern\henri-de-toulouse-lautrec_the-flower-seller-1894.jpg,Art_Nouveau_Modern\henri-de-toulouse-lautrec_the-flower-seller-1894.jpg,Art_Nouveau_Modern,henri-de-toulouse-lautrec_the-flower-seller-1894.jpg,The woman looks very unhappy and appears to be holding a basket that is empty.,sadness
data\raw\wikiart\Art_Nouveau_Modern\aubrey-beardsley_cover-and-spine-1893-1893.jpg,Art_Nouveau_Modern\aubrey-beardsley_cover-and-spine-1893-1893.jpg,Art_Nouveau_Modern,aubrey-beardsley_cover-and-spine-1893-1893.jpg,Really intimidating design on the cover.,fear
data\raw\wikiart\Expressionism\chaim-soutine_gorge-de-loup-sur-vence.jpg,Expressionism\chaim-soutine_gorge-de-loup-sur-vence.jpg,Expressionism,chaim-soutine_gorge-de-loup-sur-vence.jpg,This painting shows pride in its rich choice of color and contrast.,excitement
data\raw\wikiart\Impressionism\stefan-luchian_tuf-nele-n-ulcic.jpg,Impressionism\stefan-luchian_tuf-nele-n-ulcic.jpg,Impressionism,stefan-luchian_tuf-nele-n-ulcic.jpg,Looks like the flowers are dying based on how many are around the vase.,contentment
data\raw\wikiart\Realism\john-singer-sargent_sir-frank-swettenham-1904.jpg,Realism\john-singer-sargent_sir-frank-swettenham-1904.jpg,Realism,john-singer-sargent_sir-frank-swettenham-1904.jpg,I love the man's white uniform against the various dark colors in the background. He's so self-confident. The contrast amazes me.,awe
data\raw\wikiart\Romanticism\karl-bodmer_chief-of-the-blood-indians-war-chief-of-the-piekann-indians-and-a-koutani-indian-plate-46-from-1844.jpg,Romanticism\karl-bodmer_chief-of-the-blood-indians-war-chief-of-the-piekann-indians-and-a-koutani-indian-plate-46-from-1844.jpg,Romanticism,karl-bodmer_chief-of-the-blood-indians-war-chief-of-the-piekann-indians-and-a-koutani-indian-plate-46-from-1844.jpg,The regal tribal leaders with their wise faces fill me with respect and veneration. Calm knowledge and a treasure trove of spirituality and Earth wisdom are in their eyes. I always sense this huge heritage of wisdom and graceful living when I see Native elders.,awe
data\raw\wikiart\Northern_Renaissance\albrecht-durer_amorous-peasants.jpg,Northern_Renaissance\albrecht-durer_amorous-peasants.jpg,Northern_Renaissance,albrecht-durer_amorous-peasants.jpg,This painting makes you feel like I'm a mother expecting my first child,contentment
data\raw\wikiart\Abstract_Expressionism\hans-hofmann_equinox-1958.jpg,Abstract_Expressionism\hans-hofmann_equinox-1958.jpg,Abstract_Expressionism,hans-hofmann_equinox-1958.jpg,I like the brightness of the shades of blue that give this painting depth.,excitement
data\raw\wikiart\Romanticism\fyodor-bronnikov_meeting-of-princess-1883.jpg,Romanticism\fyodor-bronnikov_meeting-of-princess-1883.jpg,Romanticism,fyodor-bronnikov_meeting-of-princess-1883.jpg,"This painting seems like something from a storybook with intricate details, beautiful colors, and the importance of the two people by the boat.",awe
data\raw\wikiart\Expressionism\helene-schjerfbeck_seated-woman-in-white-dress-1908.jpg,Expressionism\helene-schjerfbeck_seated-woman-in-white-dress-1908.jpg,Expressionism,helene-schjerfbeck_seated-woman-in-white-dress-1908.jpg,The lack of detail and the dark background seems to depict sadness.,sadness
data\raw\wikiart\Symbolism\martiros-saryan_by-the-water-1904.jpg,Symbolism\martiros-saryan_by-the-water-1904.jpg,Symbolism,martiros-saryan_by-the-water-1904.jpg,Simple setting and light colors is always appealing to the eye,contentment
data\raw\wikiart\Realism\fyodor-vasilyev_birch-grove-in-the-evening-1869.jpg,Realism\fyodor-vasilyev_birch-grove-in-the-evening-1869.jpg,Realism,fyodor-vasilyev_birch-grove-in-the-evening-1869.jpg,"The painter really understood light and shadow, the trees look stunning in the sunlight.",excitement
data\raw\wikiart\High_Renaissance\raphael_the-separation-of-land-and-water-1519.jpg,High_Renaissance\raphael_the-separation-of-land-and-water-1519.jpg,High_Renaissance,raphael_the-separation-of-land-and-water-1519.jpg,It looks like God is getting ready to spin the earth,awe
data\raw\wikiart\Pop_Art\andy-warhol_double-hamburger.jpg,Pop_Art\andy-warhol_double-hamburger.jpg,Pop_Art,andy-warhol_double-hamburger.jpg,This made me laugh because it's like a hot pink film negative of an old school advertisement.,amusement
data\raw\wikiart\Contemporary_Realism\richard-whitney_spring-thaw.jpg,Contemporary_Realism\richard-whitney_spring-thaw.jpg,Contemporary_Realism,richard-whitney_spring-thaw.jpg,"The view of that place is beautiful, looks calm and cold.",amusement
data\raw\wikiart\Impressionism\claude-monet_road-to-giverny-in-winter.jpg,Impressionism\claude-monet_road-to-giverny-in-winter.jpg,Impressionism,claude-monet_road-to-giverny-in-winter.jpg,"A very snowy and cold winter day, it looks very beautiful but frigid",awe
data\raw\wikiart\Expressionism\pierre-alechinsky_untitled-from-the-test-of-the-title-le-test-du-titre-2-1966.jpg,Expressionism\pierre-alechinsky_untitled-from-the-test-of-the-title-le-test-du-titre-2-1966.jpg,Expressionism,pierre-alechinsky_untitled-from-the-test-of-the-title-le-test-du-titre-2-1966.jpg,The lines and textures remind me of an LSD trip. It looks like squirrels fighting on little stands.,awe
data\raw\wikiart\Symbolism\pablo-picasso_the-fool-1904-1.jpg,Symbolism\pablo-picasso_the-fool-1904-1.jpg,Symbolism,pablo-picasso_the-fool-1904-1.jpg,"This man looks homeless and starving, way too skinny.",sadness
data\raw\wikiart\Baroque\johannes-vermeer_officer-and-laughing-girl.jpg,Baroque\johannes-vermeer_officer-and-laughing-girl.jpg,Baroque,johannes-vermeer_officer-and-laughing-girl.jpg,The design of the map match the two people in the painting.,awe
data\raw\wikiart\Naive_Art_Primitivism\fernando-botero_the-seamstress.jpg,Naive_Art_Primitivism\fernando-botero_the-seamstress.jpg,Naive_Art_Primitivism,fernando-botero_the-seamstress.jpg,"Its a goofy looking fat child with crooked eyes, whats not to find funny about this one. A goofy outfit to boot.",amusement
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_paradise-1960-1.jpg,Naive_Art_Primitivism\marc-chagall_paradise-1960-1.jpg,Naive_Art_Primitivism,marc-chagall_paradise-1960-1.jpg,This scene suggests that it is from the garden of Eden.  Adam and Eve are shown as one.,amusement
data\raw\wikiart\Realism\vasily-vereshchagin_the-end-of-borodino-battle-1900.jpg,Realism\vasily-vereshchagin_the-end-of-borodino-battle-1900.jpg,Realism,vasily-vereshchagin_the-end-of-borodino-battle-1900.jpg,Looks like a brutal war with much death.,sadness
data\raw\wikiart\Post_Impressionism\henri-de-toulouse-lautrec_monsieur-louis-pascal-from-the-rear-1893.jpg,Post_Impressionism\henri-de-toulouse-lautrec_monsieur-louis-pascal-from-the-rear-1893.jpg,Post_Impressionism,henri-de-toulouse-lautrec_monsieur-louis-pascal-from-the-rear-1893.jpg,There isn't anything very special about this painting.,contentment
data\raw\wikiart\Realism\ilya-repin_self-portrait-1923.jpg,Realism\ilya-repin_self-portrait-1923.jpg,Realism,ilya-repin_self-portrait-1923.jpg,This guy looks like a slightly angrier version of Santa Clause. It is kind of funny.,amusement
data\raw\wikiart\Baroque\rembrandt_st-francis-beneath-a-tree-praying-1657.jpg,Baroque\rembrandt_st-francis-beneath-a-tree-praying-1657.jpg,Baroque,rembrandt_st-francis-beneath-a-tree-praying-1657.jpg,The scene with the old man content to be secluded and left alone is lacking color but also void of drama.,contentment
data\raw\wikiart\Symbolism\nicholas-roerich_rond-rocks-1911-1.jpg,Symbolism\nicholas-roerich_rond-rocks-1911-1.jpg,Symbolism,nicholas-roerich_rond-rocks-1911-1.jpg,the green rock in the forefront resembles a monster or something evil while the black inside the cave looks ominous.,fear
data\raw\wikiart\Realism\boris-kustodiev_barin-laputin-and-porter-1922.jpg,Realism\boris-kustodiev_barin-laputin-and-porter-1922.jpg,Realism,boris-kustodiev_barin-laputin-and-porter-1922.jpg,I find this amusing because it shows two men talking and their backs are turned but we do not know what else is going on.,amusement
data\raw\wikiart\Romanticism\orest-kiprensky_portrait-of-the-prince-aleksandr-mikhailovich-golitsyn-1819.jpg,Romanticism\orest-kiprensky_portrait-of-the-prince-aleksandr-mikhailovich-golitsyn-1819.jpg,Romanticism,orest-kiprensky_portrait-of-the-prince-aleksandr-mikhailovich-golitsyn-1819.jpg,The man is wearing an interesting shirt with ruffles,amusement
data\raw\wikiart\Pop_Art\mario-schifano_per-costruzione-di-oasi-1980.jpg,Pop_Art\mario-schifano_per-costruzione-di-oasi-1980.jpg,Pop_Art,mario-schifano_per-costruzione-di-oasi-1980.jpg,I finely sculpted palm tree is really close to gilding the lily,amusement
data\raw\wikiart\Realism\theo-van-rysselberghe_moroccan-butcher-shop-1882.jpg,Realism\theo-van-rysselberghe_moroccan-butcher-shop-1882.jpg,Realism,theo-van-rysselberghe_moroccan-butcher-shop-1882.jpg,There is a am sitting down with a dog next to him.,contentment
data\raw\wikiart\Realism\winslow-homer_sunlight-on-the-coast.jpg,Realism\winslow-homer_sunlight-on-the-coast.jpg,Realism,winslow-homer_sunlight-on-the-coast.jpg,The absolute power of the raging wave is amazing to see as it crashes against the rocks.,awe
data\raw\wikiart\Romanticism\john-everett-millais_the-return-of-the-dove-to-the-ark.jpg,Romanticism\john-everett-millais_the-return-of-the-dove-to-the-ark.jpg,Romanticism,john-everett-millais_the-return-of-the-dove-to-the-ark.jpg,I think the bird symbolizes hope due to it's position and the surroundings,awe
data\raw\wikiart\Rococo\dmitry-levitzky_portrait-of-nikolay-lvov-1774.jpg,Rococo\dmitry-levitzky_portrait-of-nikolay-lvov-1774.jpg,Rococo,dmitry-levitzky_portrait-of-nikolay-lvov-1774.jpg,this makes me happy the young man is handsome,something else
data\raw\wikiart\Realism\vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,Realism\vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,Realism,vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,"Detailed, realistic still life.  I like the light reflecting frim the bottle and jug.",awe
